"","municipio","cod_municipio","uf","area_km2","desmatado","incremento","floresta","nuvem","nao_observado","nao_floresta","hidrografia","soma","ano"
"5692","Marianópolis do Tocantins",1712504,"TO",2096,143,3,193.2,0,0,1758.4,1.4,100,2010
"5693","Marechal Thaumaturgo",1200351,"AC",8588,230.1,23.3,8266.2,0,91,0.2,0.5,100,2010
"5694","Marcelândia",5105580,"MT",12295,3422.2,6,8635.3,0,4.1,218.8,14.6,99,2010
"5695","Marapanim",1504406,"PA",795,399,1,205.3,100.1,0.1,41.6,48.9,99,2010
"5696","Maranhãozinho",2106375,"MA",981,766.5,0.5,120.6,93.9,0,0,0,99,2010
"5697","Marajá do Sena",2106359,"MA",881,767.1,3.4,113.9,0,0,0,0,100,2010
"5698","Maracanã",1504307,"PA",860,323.3,2.1,218.6,163.3,0.2,33.2,121.4,100,2010
"5699","Maracaçumé",2106326,"MA",635,541.6,1.7,87.8,5.6,0,0,0,100,2010
"5700","Marabá",1504208,"PA",15161,8250.5,79.8,6751.7,31.4,5.2,36.2,86,99,2010
"5701","Maraã",1302801,"AM",17221,114.4,5.7,12259,2390.9,5.4,604.6,1846.7,99,2010
"5702","Manoel Urbano",1200344,"AC",11118,270.8,8.4,10786,0,11.7,0,49.5,100,2010
"5703","Manicoré",1302702,"AM",48689,1562.2,63.3,42132.1,3.2,18.2,4146.5,826.8,100,2010
"5704","Mâncio Lima",1200336,"AC",5762,395,5,4947.6,225.9,148.4,45.1,0,100,2010
"5705","Manaus",1302603,"AM",11473,1246,10.3,8219.9,455.6,0.7,3,1547.8,100,2010
"5706","Manaquiri",1302553,"AM",4001,492.8,2,3114.4,0.3,0.1,106.3,287.1,100,2010
"5707","Manacapuru",1302504,"AM",7381,782.3,10.8,4179.5,190,0.6,805.6,1423,100,2010
"5708","Magalhães Barata",1504109,"PA",326,161.9,0.5,59.4,74.7,0.1,2.3,27.6,99,2010
"5709","Mãe do Rio",1504059,"PA",471,448.7,0,1.9,18.9,0.1,0,1.4,100,2010
"5710","Machadinho D'Oeste",1100130,"RO",8590,2813.2,18.3,5333.5,0,0,385.4,57.9,100,2010
"5711","Macapá",1600303,"AP",6419,399.4,9.2,1234.5,713.5,0.6,3119.5,951.5,100,2010
"5712","Luzinópolis",1712454,"TO",281,156.4,0.1,20.7,0,0,103.9,0,100,2010
"5713","Luís Domingues",2106201,"MA",464,307.5,2,59.7,70.5,0,4.3,22,100,2010
"5714","Luciara",5105309,"MT",4152,31.1,0.7,401.5,0,0,3675.5,43.9,100,2010
"5715","Lucas do Rio Verde",5105259,"MT",3662,525.7,4.1,641.5,0,0,2494.8,0,100,2010
"5716","Loreto",2106102,"MA",3638,0,0,60,0,0,3578,0,100,2010
"5717","Lizarda",1712405,"TO",5769,0,0,2.9,0,0.6,5765.5,0,100,2010
"5718","Limoeiro do Ajuru",1504000,"PA",1494,61.6,2.6,873.6,0.1,0,50.9,507.8,100,2010
"5719","Lima Campos",2106003,"MA",325,121,0,0,205.2,0,0,0,100,2010
"5720","Lavandeira",1712157,"TO",524,0,0,0.2,0,8.3,515.5,0,100,2010
"5721","Laranjal do Jari",1600279,"AP",30974,184.7,5.5,24124.5,6189.1,266.1,146.9,62.7,100,2010
"5722","Lambari D'Oeste",5105234,"MT",1773,1174.8,0.8,420,0,0.7,172.7,4.8,100,2010
"5723","Lajeado Novo",2105989,"MA",1054,255.2,0.4,18.5,0,0,780.3,0,100,2010
"5724","Lajeado",1712009,"TO",324,0,0,0,0,0,314,10.3,100,2010
"5725","Lagoa Grande do Maranhão",2105963,"MA",741,712.6,0.9,28.3,0,0.1,0,0,100,2010
"5726","Lagoa do Tocantins",1711951,"TO",917,0,0,0,0,0,917.7,0,100,2010
"5727","Lagoa da Confusão",1711902,"TO",10588,239.3,2.8,1997.7,0,0.3,8239.6,111.1,99,2010
"5728","Lago Verde",2105906,"MA",631,534.1,0,0.1,0,0,82.4,14.4,100,2010
"5729","Lago dos Rodrigues",2105948,"MA",196,196.8,0,0,0,0,0,0,100,2010
"5730","Lago do Junco",2105807,"MA",312,312.4,0,0,0,0,0,0,100,2010
"5731","Lago da Pedra",2105708,"MA",1552,1552.1,0.1,0,0,0,0,0,100,2010
"5732","Lábrea",1302405,"AM",69672,3192.3,40.5,64185.6,45.7,9.2,1793.3,445.9,99,2010
"5733","Jutaí",1302306,"AM",71756,234.1,4.9,62980.9,7271.4,10.5,97.6,1161.5,100,2010
"5734","Juscimeira",5105200,"MT",2205,921.2,0.1,38.2,0,0,1244.4,1.2,99,2010
"5735","Juruti",1503903,"PA",8308,1152.3,7.4,5387.2,25.7,0.5,633.3,1109,100,2010
"5736","Juruena",5105176,"MT",2826,1193.5,15.1,1540.9,0,0,66.5,25.1,99,2010
"5737","Juruá",1302207,"AM",19849,148.2,3,18200.7,614.6,10.2,142.1,733.2,100,2010
"5738","Junco do Maranhão",2105658,"MA",560,546,1,12.4,0.3,0,0,1.3,99,2010
"5739","Juína",5105150,"MT",26359,4325.4,10.1,19350,0,3,2639.6,41,100,2010
"5740","Juarina",1711803,"TO",482,210.9,0,12.5,0,0,236.9,21.7,100,2010
"5741","Juara",5105101,"MT",22666,7813.6,15.2,11212.9,1911.6,0.3,1600.6,127,99,2010
"5742","Joselândia",2105609,"MA",691,495.5,1.7,100.6,82,0.3,0.2,12.4,100,2010
"5743","Jordão",1200328,"AC",5635,136.5,7.1,5484.9,0,13.1,0.1,0.4,100,2010
"5744","João Lisboa",2105500,"MA",638,588.5,0.2,48.6,0,0.9,0,0,100,2010
"5745","Ji-Paraná",1100122,"RO",6955,2601.2,0.8,4250,0,2.2,66.3,35.3,100,2010
"5746","Jenipapo dos Vieiras",2105476,"MA",1981,1121.8,12.7,694.7,0,0,164.5,0,100,2010
"5747","Jauru",5105002,"MT",1316,1101.8,0.7,101.6,0,0.3,112.3,0,99,2010
"5748","Jaú do Tocantins",1711506,"TO",2184,0,0,0,0,12.3,2173.2,0,100,2010
"5749","Jatobá",2105450,"MA",598,243.1,4.2,158.8,0.1,0.1,195.9,0,100,2010
"5750","Jaru",1100114,"RO",2976,2616.3,0.2,314.8,0,0.1,44.8,0,100,2010
"5751","Japurá",1302108,"AM",57555,56.4,3.7,38818,17054.8,103,2.6,1520.2,100,2010
"5752","Jangada",5104906,"MT",1022,0,0,0,0,0,1022.5,0,100,2010
"5753","Jacundá",1503804,"PA",2013,1461.4,6.8,261.8,25.1,0.4,0,264.3,100,2010
"5754","Jaciara",5104807,"MT",1657,687.1,0,11.2,0,0,958.7,0,100,2010
"5755","Jacareacanga",1503754,"PA",53397,1339.4,27.1,44906.7,1218.5,9.7,5213.2,709.5,100,2010
"5756","Itupiranga",1503705,"PA",7901,4521.5,52.1,3225.9,33.1,3,5.6,111.9,100,2010
"5757","Itiquira",5104609,"MT",8724,160.5,0,214.5,0,83.3,8259.3,6.4,99,2010
"5758","Itinga do Maranhão",2105427,"MA",3605,2596,11.6,993,15.1,0.8,0,0.1,100,2010
"5759","Itaubal",1600253,"AP",1704,92,3.7,302.4,110.5,0.2,779,419.9,100,2010
"5760","Itaúba",5104559,"MT",4612,1687.8,2.9,2473.7,0,0,418.5,32,100,2010
"5761","Itapuã do Oeste",1101104,"RO",4132,863.5,3.2,3058.6,0,0.3,2.5,207.1,100,2010
"5762","Itaporã do Tocantins",1711100,"TO",977,928.1,0.3,48.4,0,0.5,0,0,99,2010
"5763","Itapiratins",1710904,"TO",1250,0,0,0,0,0,1210.9,39.2,100,2010
"5764","Itapiranga",1302009,"AM",4245,135.6,1.1,2874.4,906.8,0.2,155.6,172.4,99,2010
"5765","Itapecuru Mirim",2105401,"MA",1494,568.3,23.1,607.7,5.7,0.6,308.4,3.3,100,2010
"5766","Itanhangá",5104542,"MT",2927,1511.7,37.4,1411.1,0,0,0,4.2,100,2010
"5767","Itamarati",1301951,"AM",26042,124.5,3.3,25480.8,143.2,1.7,3.3,288.5,100,2010
"5768","Itaituba",1503606,"PA",62095,4794.9,91.3,53333.9,2688.6,6.5,460.8,810.3,99,2010
"5769","Itaipava do Grajaú",2105351,"MA",1045,918.8,6.4,124.7,0,1.5,0,0,99,2010
"5770","Itaguatins",1710706,"TO",745,358.8,0.5,65.2,0,0.1,310,10.9,99,2010
"5771","Itacoatiara",1301902,"AM",8927,1720,19.2,2767.2,1942.9,2,829.3,1665.6,99,2010
"5772","Itacajá",1710508,"TO",3072,0,0,0,0,0,3072.4,0,100,2010
"5773","Irituia",1503507,"PA",1387,1205.6,0,18.2,142.4,0.3,17.2,3.3,99,2010
"5774","Iranduba",1301852,"AM",2229,479,6.1,1305.4,7.5,0.4,132.9,303.8,99,2010
"5775","Iracema",1400282,"RR",14271,726.2,32.9,5749.4,7658.4,94.1,35.5,7.4,99,2010
"5776","Ipueiras",1709807,"TO",818,0,0,0,0,0,818,0,100,2010
"5777","Ipixuna do Pará",1503457,"PA",5245,2691.3,45.5,2266.7,252.9,1.5,6.7,25.9,99,2010
"5778","Ipixuna",1301803,"AM",12595,213.1,4.6,12243.8,0.3,1,66.6,70.2,100,2010
"5779","Ipiranga do Norte",5104526,"MT",3449,1831.9,41.9,1018.1,0,0,598.8,0.2,100,2010
"5780","Inhangapi",1503408,"PA",476,326.9,0,4.3,112.7,0.1,6.8,25.2,100,2010
"5781","Indiavaí",5104500,"MT",601,564.5,0.2,36.4,0,0.1,0,0,100,2010
"5782","Imperatriz",2105302,"MA",1375,1118.5,0.3,80.1,0,0,155.1,21.3,100,2010
"5783","Igarapé-Miri",1503309,"PA",2004,474.9,18.1,1004,0,0,203.3,321.8,100,2010
"5784","Igarapé-Açu",1503200,"PA",789,686.4,0.6,53.4,41.8,0.2,6,1.2,100,2010
"5785","Igarapé Grande",2105203,"MA",379,380,0,0,0,0,0,0,100,2010
"5786","Igarapé do Meio",2105153,"MA",397,215.2,0.1,6.8,1.4,0.2,172.9,0.5,99,2010
"5787","Humaitá",1301704,"AM",33428,674.4,7.9,28568.2,282.2,2.7,3116.3,784.2,99,2010
"5788","Gurupi",1709500,"TO",1843,0,0,0,0,0,1843.3,0,100,2010
"5789","Gurupá",1503101,"PA",8550,105.8,6.2,3803.1,2826.3,0.4,517.1,1297.3,100,2010
"5790","Guiratinga",5104203,"MT",5359,168.3,0,0.1,0,1.6,5189,0,100,2010
"5791","Guimarães",2104909,"MA",604,371.9,0,55.8,41.7,0,7.8,126.8,99,2010
"5792","Guarantã do Norte",5104104,"MT",4713,2392.1,4.9,1596.5,0,0,724.2,0.2,100,2010
"5793","Guaraí",1709302,"TO",2278,1020.7,2.2,176.5,0,0.1,1077.7,3,100,2010
"5794","Guajará-Mirim",1100106,"RO",25260,1425.9,3.7,19061.7,726.4,80.8,3798.4,166.8,99,2010
"5795","Guajará",1301654,"AM",7984,467.8,8.4,7273.5,27.7,0.9,206.9,7.2,100,2010
"5796","Grajaú",2104800,"MA",7625,1331.8,90,1530.4,0,0.7,4762.1,0,100,2010
"5797","Graça Aranha",2104701,"MA",275,205.8,4.5,68.9,0,0.3,0,0,100,2010
"5798","Governador Nunes Freire",2104677,"MA",1045,1010.7,0.2,28.6,5.4,0.3,0,0,100,2010
"5799","Governador Newton Bello",2104651,"MA",1173,1165.5,0.2,6.8,0.6,0.1,0,0,100,2010
"5800","Governador Luiz Rocha",2104628,"MA",377,167.1,8.7,152.7,2.6,28.6,26,0,100,2010
"5801","Governador Jorge Teixeira",1101005,"RO",5131,1351.2,1.1,3588.4,0,0,191.4,0,100,2010
"5802","Governador Eugênio Barros",2104602,"MA",829,308.7,7.1,232.2,0,288.1,0,0,100,2010
"5803","Governador Edison Lobão",2104552,"MA",619,286.4,0.2,19,0,0,299.3,14.3,100,2010
"5804","Governador Archer",2104503,"MA",442,183.2,2.1,36,222.6,0.2,0,0,100,2010
"5805","Gonçalves Dias",2104404,"MA",888,530.4,10,247.2,74.1,36.3,0,0,100,2010
"5806","Goiatins",1709005,"TO",6450,0,0,0,0,0.2,6434.6,15.9,100,2010
"5807","Goianorte",1708304,"TO",1805,102.2,2,52.2,0,0.1,1650.5,0,100,2010
"5808","Goianésia do Pará",1503093,"PA",7048,3716.5,49.9,2846.1,2.8,1.3,0,481.3,100,2010
"5809","Godofredo Viana",2104305,"MA",684,294,1.5,150.6,138.3,0,28,73.1,100,2010
"5810","Glória D'Oeste",5103957,"MT",849,296.5,0,46,0,0,506.5,0,100,2010
"5811","General Carneiro",5103908,"MT",3793,0,0,0,0,1.7,3790.3,1.5,100,2010
"5812","Gaúcha do Norte",5103858,"MT",16898,3508.4,3.4,8749.3,0,0,4609.7,30.6,100,2010
"5813","Garrafão do Norte",1503077,"PA",1610,1418.1,6.8,179.3,11.5,1.1,0,0,99,2010
"5814","Fortuna",2104206,"MA",706,272.9,4.4,151.4,0,276.4,5.3,0,99,2010
"5815","Fortaleza dos Nogueiras",2104107,"MA",1680,0,0,0,0,0,1680.7,0,100,2010
"5816","Fortaleza do Tabocão",1708254,"TO",624,402.6,0,1.8,0,0,219.6,0,100,2010
"5817","Formoso do Araguaia",1708205,"TO",13453,186.8,1.3,836.7,0,4.1,12257.6,167.8,100,2010
"5818","Formosa da Serra Negra",2104099,"MA",3977,33.1,0.4,25,0,0,3918.9,0,100,2010
"5819","Fonte Boa",1301605,"AM",12392,99.8,2.2,10345.4,977.9,2.3,154.1,812.5,100,2010
"5820","Floresta do Araguaia",1503044,"PA",3454,1891.5,12.6,338.9,0,0.5,1177.7,45.4,99,2010
"5821","Filadélfia",1707702,"TO",1998,0,0,0,0,0,1975.5,23.5,100,2010
"5822","Figueirópolis D'Oeste",5103809,"MT",893,740.6,0.1,46.3,0,0,106.1,0,99,2010
"5823","Figueirópolis",1707652,"TO",1935,0,0,0,0,0,1935.3,0,100,2010
"5824","Ferreira Gomes",1600238,"AP",5047,137.2,2.4,2273.1,921.6,6,1643.1,66,100,2010
"5825","Fernando Falcão",2104081,"MA",3547,36.7,1.1,82.6,0,0.1,3427.6,0,99,2010
"5826","Feliz Natal",5103700,"MT",11448,2000.6,28,8718.9,0,4.1,703,21.4,100,2010
"5827","Feira Nova do Maranhão",2104073,"MA",1486,0,0,0,0,0,1486.9,0,100,2010
"5828","Feijó",1200302,"AC",29179,1361.5,23.7,27720.9,17.3,61.6,0.4,17.3,100,2010
"5829","Fátima",1707553,"TO",385,0,0,0,0,0,385,0,100,2010
"5830","Faro",1503002,"PA",11794,233.6,5.2,10940.5,350.8,0.4,87.6,181.1,99,2010
"5831","Estreito",2104057,"MA",2737,10.4,0.1,5.2,0,0,2700.3,21.1,99,2010
"5832","Espigão D'Oeste",1100098,"RO",4551,2087.7,3.1,2166.5,0,0,296.5,0.3,100,2010
"5833","Esperantinópolis",2104008,"MA",486,450.4,0,0,36.5,0,0.4,0,100,2010
"5834","Esperantina",1707405,"TO",505,217.3,0.8,10.7,0,0.1,227.5,49.4,99,2010
"5835","Epitaciolândia",1200252,"AC",1703,820,3.8,874.6,0,8.3,0,0.1,100,2010
"5836","Envira",1301506,"AM",7793,253.4,10.4,7416.9,53.5,6.3,0.1,62.8,100,2010
"5837","Eldorado dos Carajás",1502954,"PA",2968,2717.2,22.1,250.3,0,0.5,0,0,99,2010
"5838","Eirunepé",1301407,"AM",15608,371.8,5.7,14696.1,180.4,5.9,172.1,181.7,99,2010
"5839","Dueré",1707306,"TO",3435,34.6,0.1,245.8,0,0,3150.7,3.9,100,2010
"5840","Dom Pedro",2103802,"MA",374,224.7,3.8,46.2,102.9,0.2,0,0,99,2010
"5841","Dom Eliseu",1502939,"PA",5296,3398.8,37.3,1895.4,0,1.8,0,0,100,2010
"5842","Dom Aquino",5103601,"MT",2208,799.7,0.2,48.6,0,0,1359.7,0,100,2010
"5843","Dois Irmãos do Tocantins",1707207,"TO",3772,64.9,0.4,77.3,0,1.8,3628,0,100,2010
"5844","Divinópolis do Tocantins",1707108,"TO",2355,18.4,0,57.3,0,0.1,2279.2,0,99,2010
"5845","Dianópolis",1707009,"TO",3240,0,0,0,0,4.8,3235.3,0,100,2010
"5846","Diamantino",5103502,"MT",8135,608.3,0.8,1808.3,0,1,5717.4,0,100,2010
"5847","Denise",5103452,"MT",1303,1141.2,0.2,156.4,0,0,5.4,0,99,2010
"5848","Davinópolis",2103752,"MA",339,286.6,0.6,52.4,0,0,0,0,100,2010
"5849","Darcinópolis",1706506,"TO",1649,108.3,0,26.2,0,0,1509.6,4.9,100,2010
"5850","Cutias",1600212,"AP",2117,182.6,4.5,236.1,181.7,0.1,1452.3,64.2,99,2010
"5851","Curvelândia",5103437,"MT",362,295.4,0,29.3,0,0.2,37.1,0,100,2010
"5852","Cururupu",2103703,"MA",1235,610.8,0,256.5,186.6,0,12.6,168.5,100,2010
"5853","Curuçá",1502905,"PA",675,269.1,1.6,259.2,76.6,0.2,0.9,69,99,2010
"5854","Curuá",1502855,"PA",1430,323.6,7.7,366,0.3,0.4,272.6,467.1,99,2010
"5855","Curralinho",1502806,"PA",3626,198.9,8.6,2635.4,179.5,0.1,241.5,370.6,100,2010
"5856","Curionópolis",1502772,"PA",2375,2057.5,3.7,310,1.1,1.8,4.6,0,99,2010
"5857","Cumaru do Norte",1502764,"PA",17105,7041.7,43.6,8485.3,141.3,0.7,1436,0,100,2010
"5858","Cujubim",1100940,"RO",3904,1431,34.7,2470.6,0,0.2,0,2.2,100,2010
"5859","Cuiabá",5103403,"MT",3496,170,0,166.5,0,0.4,3159.1,0,99,2010
"5860","Cruzeiro do Sul",1200203,"AC",9202,982.2,23,7973.3,188.4,37.4,20.7,0,100,2010
"5861","Crixás do Tocantins",1706258,"TO",990,0,0,0,0,0,990.5,0,100,2010
"5862","Cristalândia",1706100,"TO",1854,0,0,0,0,1.7,1852.9,0,100,2010
"5863","Couto Magalhães",1706001,"TO",1591,232.2,1.3,89.2,0,0,1230.2,39.4,100,2010
"5864","Cotriguaçu",5103379,"MT",9527,1905.2,27.4,7371.8,0.9,0,116,133.1,100,2010
"5865","Costa Marques",1100080,"RO",5058,1645.7,21.7,2758.2,16,58.4,558.9,20.8,99,2010
"5866","Corumbiara",1100072,"RO",3081,2145.2,1.4,836.4,0,0,99.4,0,100,2010
"5867","Coroatá",2103604,"MA",2298,1051.3,0,1.3,1019.2,226.2,0,0,100,2010
"5868","Conquista D'Oeste",5103361,"MT",2707,582.5,1.2,806.2,0,2,1316.3,0,100,2010
"5869","Confresa",5103353,"MT",5801,3706.7,13.1,1763.9,8,0,320.3,2.1,100,2010
"5870","Concórdia do Pará",1502756,"PA",695,607,0.3,33.1,54.6,0,0,0.3,100,2010
"5871","Conceição do Tocantins",1705607,"TO",2519,0,0,0,0,0,2519.6,0,100,2010
"5872","Conceição do Lago-Açu",2103554,"MA",742,531,0,0,0,0,98.7,113,100,2010
"5873","Conceição do Araguaia",1502707,"PA",5847,3054.5,17.9,800.2,0,0.4,1874.8,117.1,100,2010
"5874","Comodoro",5103304,"MT",21863,3020.4,19.5,9048.5,0,18.3,9773.1,2.7,100,2010
"5875","Combinado",1705557,"TO",211,0,0,0,0,17.2,194.4,0,100,2010
"5876","Colorado do Oeste",1100064,"RO",1460,1188.5,0.1,217.6,0,0,53.9,0,99,2010
"5877","Colniza",5103254,"MT",28123,3610.2,78.5,24138,0,6.9,311.5,56.4,100,2010
"5878","Colméia",1716703,"TO",995,753.3,0.2,20.4,0,0.5,220.8,0,99,2010
"5879","Colinas do Tocantins",1705508,"TO",847,662.9,0,3.7,0,0.5,179.9,0,100,2010
"5880","Colinas",2103505,"MA",2011,185.9,4.7,126.9,4.7,254.6,1438.9,0,99,2010
"5881","Colíder",5103205,"MT",3039,2503.3,0.7,529.3,0,0,2.3,4.1,100,2010
"5882","Colares",1502608,"PA",612,90.3,0.1,107.5,25.6,0.1,15.9,372.6,100,2010
"5883","Codajás",1301308,"AM",18944,261.4,1.1,10509.3,6002,1.3,729.2,1440.8,100,2010
"5884","Cocalinho",5103106,"MT",16560,234.3,2.3,1740.1,0,23.4,14449.5,112.7,100,2010
"5885","Coari",1301209,"AM",58828,767.2,6.8,49337.6,5135.8,2.5,823.1,2761.8,99,2010
"5886","Cláudia",5103056,"MT",3865,1547.9,8.3,2308.2,0,0,0,8.9,100,2010
"5887","Cidelândia",2103257,"MA",1474,1297.7,1.9,147.8,0,0.9,20.8,6.8,100,2010
"5888","Chupinguaia",1100924,"RO",5164,2634.8,3.3,2200.4,0,0,328.4,0.4,100,2010
"5889","Chaves",1502509,"PA",13116,95.5,2.7,2308,1714.3,0.3,5236.2,3761.7,100,2010
"5890","Chapada dos Guimarães",5103007,"MT",6250,389.8,0.3,142.8,0,1.7,5516.4,199.3,100,2010
"5891","Chapada de Areia",1704600,"TO",661,1.7,0,9.9,0,0.5,648.9,0,100,2010
"5892","Chapada da Natividade",1705102,"TO",1655,0,0,0,0,0,1655.2,0,100,2010
"5893","Cerejeiras",1100056,"RO",2805,799.9,1,760.7,0,0,1244.4,0,100,2010
"5894","Centro Novo do Maranhão",2103174,"MA",8329,2286.9,18.9,4934.3,1106.5,1,0,0.3,99,2010
"5895","Centro do Guilherme",2103158,"MA",1084,907.6,1.8,118.9,57.4,0.1,0,0,100,2010
"5896","Central do Maranhão",2103125,"MA",370,258.9,0,6.5,5.5,0,97.7,1.4,100,2010
"5897","Centenário",1704105,"TO",1967,0,0,0,0,0,1967.7,0,100,2010
"5898","Cedral",2103109,"MA",291,229.5,0,19.3,35.2,0,0.2,6.8,100,2010
"5899","Castanheiras",1100908,"RO",901,717.2,0,155.3,25.4,0,0.6,2.5,100,2010
"5900","Castanheira",5102850,"MT",3963,2506.7,8.9,1389.5,33.7,1,3.4,28.7,100,2010
"5901","Castanhal",1502400,"PA",1034,900.1,1.5,59.9,72.7,0.2,0,1.1,100,2010
"5902","Caseara",1703909,"TO",1697,269.1,0.6,314.7,0,0.1,1079.1,34,100,2010
"5903","Carutapera",2102903,"MA",1239,649.4,3.1,154.4,243,0.1,112.8,79.3,99,2010
"5904","Carrasco Bonito",1703891,"TO",194,131.3,0,0.4,0,0.2,57.9,4.2,100,2010
"5905","Carolina",2102804,"MA",6485,0,0,0.1,0,0.2,6429.6,55.1,100,2010
"5906","Caroebe",1400233,"RR",12120,923.1,19.7,9917.3,1177,6.6,12.8,83.2,100,2010
"5907","Carmolândia",1703883,"TO",340,307.3,0,32.5,0,0.2,0,0,100,2010
"5908","Carlinda",5102793,"MT",2417,1714.7,0.3,670.1,0,0,0,32.2,99,2010
"5909","Cariri do Tocantins",1703867,"TO",1130,0,0,0,0,0,1130.6,0,100,2010
"5910","Careiro da Várzea",1301159,"AM",2641,514.5,19.9,519.1,270.9,0.7,707.8,628,100,2010
"5911","Careiro",1301100,"AM",6127,1109.8,10.4,3929.2,689.8,0.6,80.7,316.9,100,2010
"5912","Carauari",1301001,"AM",26469,291.7,1.4,23280,2476.3,8.4,12.7,399.9,100,2010
"5913","Caracaraí",1400209,"RR",47818,984.4,19.2,23206,8555.3,8.4,14489.7,574.2,100,2010
"5914","Capixaba",1200179,"AC",1760,842,3.8,911.4,0,6.6,0,0,100,2010
"5915","Capitão Poço",1502301,"PA",2924,2557.8,1.6,225,136.3,1.1,2,1.8,100,2010
"5916","Capinzal do Norte",2102754,"MA",598,221.5,0,0,403.7,0,0,0,104,2010
"5917","Capanema",1502202,"PA",619,514.8,0.6,53,19.2,0.1,29.5,2.4,100,2010
"5918","Canutama",1300904,"AM",30278,913.1,12,28004.2,69.7,5.9,988.3,296.8,100,2010
"5919","Cantanhede",2102705,"MA",783,244.5,1,18.7,515.2,0,4.6,0,100,2010
"5920","Cantá",1400175,"RR",7715,1478.5,36.3,5025.3,302.5,2,826.5,80.2,100,2010
"5921","Cândido Mendes",2102606,"MA",1635,929.4,10.5,326,219.9,0.3,79.8,79.6,100,2010
"5922","Candeias do Jamari",1100809,"RO",6931,1775.2,12.5,4773.4,1.2,0.2,0,381,100,2010
"5923","Canarana",5102702,"MT",10840,1874.9,0,2172.4,0,1.7,6784.7,6.3,100,2010
"5924","Canabrava do Norte",5102694,"MT",3451,1627,2.2,622.7,0,0,1201.1,0.2,100,2010
"5925","Canaã dos Carajás",1502152,"PA",3156,1734.6,1.4,1306,9.5,0.2,105.6,0.1,100,2010
"5926","Campos Lindos",1703842,"TO",3266,0.1,0,0.4,0,1.1,3264.4,0,99,2010
"5927","Campos de Júlio",5102686,"MT",6831,106.1,0.2,472.3,0,4.5,6248.1,0,100,2010
"5928","Campo Verde",5102678,"MT",4794,196.5,0.2,52.4,0,0.9,4544.2,0,100,2010
"5929","Campo Novo do Parecis",5102637,"MT",9467,263.7,0,1576.9,0,0,7626.4,0,100,2010
"5930","Campo Novo de Rondônia",1100700,"RO",3491,1878.7,20.3,1338.1,0,0,274.2,0,100,2010
"5931","Campinápolis",5102603,"MT",5968,0.6,0,7.6,0,3.7,5956.1,0,100,2010
"5932","Campestre do Maranhão",2102556,"MA",618,408.2,0.3,45.7,0,0.1,154.3,9.7,99,2010
"5933","Cametá",1502103,"PA",3090,1112.7,13.8,871,0,0.1,657.9,448.3,100,2010
"5934","Calçoene",1600204,"AP",14283,181.2,12.3,6610.9,5367.1,0.9,1950.7,172.2,100,2010
"5935","Cajari",2102507,"MA",551,58.8,0.3,19.2,8.3,0,352.2,112.5,100,2010
"5936","Cajapió",2102408,"MA",918,84.9,0,249.6,81.8,0,116.1,385.6,100,2010
"5937","Cacoal",1100049,"RO",3821,2490.9,1.7,1295.4,2.7,0,26.2,5.8,100,2010
"5938","Cachoeirinha",1703826,"TO",354,108.7,0,38,0,0,207.3,0,100,2010
"5939","Cachoeira do Piriá",1501956,"PA",2465,1390.7,56.2,965.9,99.4,0.6,0,8.4,99,2010
"5940","Cachoeira do Arari",1502004,"PA",3115,73.1,0.8,308.5,0,0,2267.7,465.7,100,2010
"5941","Cáceres",5102504,"MT",24399,1939.9,1.1,1547.9,0,38.8,19780.8,1091.6,99,2010
"5942","Cacaulândia",1100601,"RO",1985,1456.6,1.1,487.3,0,0,41.1,0,99,2010
"5943","Cabixi",1100031,"RO",1322,971.4,1.2,334.9,0,0.7,11.3,3.7,99,2010
"5944","Caapiranga",1300839,"AM",9550,239.8,5.3,5392.4,3307.4,0.9,181.9,427.6,99,2010
"5945","Buritis",1100452,"RO",3315,2206.4,34.4,1098,5.7,0,4.8,0.1,99,2010
"5946","Buritirana",2102358,"MA",824,678.3,4.7,131.6,0,0.2,13.9,0,99,2010
"5947","Buriticupu",2102325,"MA",2568,1926.6,13.8,626.9,12.1,1.4,0,1,99,2010
"5948","Buriti do Tocantins",1703800,"TO",250,214,0,1.2,0,0,29,5.8,99,2010
"5949","Bujaru",1501907,"PA",1010,652.2,1.2,69.5,217.1,0.1,11.8,59.3,100,2010
"5950","Bujari",1200138,"AC",3104,1175.2,8.4,1928.2,0,0.4,0,0.2,100,2010
"5951","Breves",1501808,"PA",9572,537.9,2.1,4213.7,3710.5,0.8,86.2,1022.9,100,2010
"5952","Breu Branco",1501782,"PA",3953,2736.8,54.2,944.1,7.3,1,0.9,262.9,99,2010
"5953","Brejo Grande do Araguaia",1501758,"PA",1292,1055.7,2.4,179.6,0,0.2,29.8,26.7,100,2010
"5954","Brejo de Areia",2102150,"MA",365,365.1,0,0,0,0,0,0,100,2010
"5955","Brejinho de Nazaré",1703701,"TO",1731,0,0,0,0,0,1729.1,1.9,100,2010
"5956","Brasnorte",5101902,"MT",15999,4294.6,11.5,7813.8,93.9,0,3762.9,33.8,100,2010
"5957","Brasiléia",1200104,"AC",4062,1268,12.2,2782.1,0.1,11.4,0,0.4,100,2010
"5958","Brasilândia do Tocantins",1703602,"TO",643,218.9,0,4.8,0,0.2,419.1,0,100,2010
"5959","Brasil Novo",1501725,"PA",6368,2536.1,50,3301.8,524,1.1,0.1,4.9,100,2010
